symbol,qty,side,price,time
AAPL,1,sell,,2024-05-17 13:56:22.306398384+00:00
AAPL,1,sell,,2024-05-17 13:56:22.618745844+00:00
AAPL,1,sell,,2024-05-17 13:57:21.335573878+00:00
AAPL,1,sell,,2024-05-17 13:57:22.170527202+00:00
AAPL,1,sell,,2024-05-17 13:58:21.338423179+00:00
AAPL,1,sell,,2024-05-17 13:58:22.158449705+00:00
AAPL,1,sell,190.4,2024-05-17 14:00:12.077926864+00:00
AAPL,1,sell,190.4,2024-05-17 14:00:12.016440638+00:00
AAPL,1,sell,190.44,2024-05-17 14:01:11.736872672+00:00
AAPL,1,sell,190.44,2024-05-17 14:01:12.122808295+00:00
AAPL,1,sell,190.39,2024-05-17 14:02:11.669088470+00:00
AAPL,1,sell,190.42,2024-05-17 14:02:12.169075225+00:00
AAPL,1,sell,190.32,2024-05-17 14:03:11.030334328+00:00
AAPL,1,sell,190.34,2024-05-17 14:03:12.288866151+00:00
AAPL,1,sell,190.36,2024-05-17 14:04:11.350742809+00:00
AAPL,1,sell,190.36,2024-05-17 14:04:12.062148250+00:00
AAPL,1,sell,,2024-05-17 14:06:46.662622808+00:00
AAPL,1,sell,,2024-05-17 14:06:46.792229671+00:00
AAPL,1,sell,,2024-05-17 14:07:45.827059986+00:00
AAPL,1,sell,,2024-05-17 14:07:46.656228410+00:00
AAPL,1,sell,190.22,2024-05-17 14:09:12.096497495+00:00
AAPL,1,sell,190.21,2024-05-17 14:09:14.115582296+00:00
AAPL,1,sell,190.2,2024-05-17 14:10:12.232139149+00:00
AAPL,1,sell,190.21,2024-05-17 14:10:12.851931567+00:00
AAPL,1,sell,190.09,2024-05-17 14:16:32.375078378+00:00
AAPL,1,sell,190.09,2024-05-17 14:16:33.856020035+00:00
AAPL,1,sell,190.09,2024-05-17 14:17:32.099407010+00:00
AAPL,1,sell,190.09,2024-05-17 14:17:33.220157423+00:00
AAPL,1,sell,190.08,2024-05-17 14:20:11.692443371+00:00
AAPL,1,sell,190.09,2024-05-17 14:20:12.954351814+00:00
AAPL,1,sell,190.05,2024-05-17 14:21:11.933614548+00:00
AAPL,1,sell,190.05,2024-05-17 14:21:12.590127713+00:00
AAPL,1,sell,190.16,2024-05-17 14:22:42.625557820+00:00
AAPL,1,sell,190.16,2024-05-17 14:22:43.186160661+00:00
AAPL,1,sell,190.13,2024-05-17 14:23:41.744751233+00:00
AAPL,1,sell,190.13,2024-05-17 14:23:43.472275184+00:00
AAPL,1,sell,190.14,2024-05-17 14:24:41.531212988+00:00
AAPL,1,sell,190.14,2024-05-17 14:24:42.908769422+00:00
AAPL,1,sell,190.1,2024-05-17 14:25:42.005273878+00:00
AAPL,1,sell,190.11,2024-05-17 14:25:43.077649194+00:00
AAPL,1,sell,190.2,2024-05-17 14:26:42.002132041+00:00
AAPL,1,sell,190.2,2024-05-17 14:26:42.800579835+00:00
AAPL,1,sell,189.93,2024-05-17 14:46:17.346975823+00:00,100033.74
AAPL,1,sell,189.93,2024-05-17 14:46:17.929678483+00:00,100033.73
AAPL,1,sell,189.9,2024-05-17 14:47:16.618620657+00:00,100038.03
AAPL,1,sell,189.9,2024-05-17 14:47:17.482793827+00:00,100038.03
AAPL,1,sell,189.97,2024-05-17 14:48:16.734768592+00:00,100029.51
AAPL,1,sell,189.97,2024-05-17 14:48:17.727900483+00:00,100029.5
AAPL,1,sell,190.0,2024-05-17 14:49:16.967343788+00:00,100025.3
AAPL,1,sell,190.0,2024-05-17 14:49:17.400180848+00:00,100025.29
AAPL,1,sell,189.99,2024-05-17 14:50:16.664604691+00:00,100026.79
AAPL,1,sell,189.99,2024-05-17 14:50:17.514497872+00:00,100026.79
AAPL,1,sell,189.94,2024-05-17 14:51:16.724951800+00:00,100033.29
AAPL,1,sell,189.94,2024-05-17 14:51:17.468133609+00:00,100033.28
AAPL,1,sell,189.99,2024-05-17 14:52:16.989209954+00:00,100027.61
AAPL,1,sell,189.99,2024-05-17 14:52:17.744368342+00:00,100027.61
AAPL,1,sell,189.98,2024-05-17 14:53:16.827377488+00:00,100027.6
AAPL,1,sell,189.99,2024-05-17 14:53:17.881362795+00:00,100027.6
AAPL,1,sell,189.99,2024-05-17 14:54:16.459515046+00:00,100027.6
AAPL,1,sell,189.99,2024-05-17 14:54:17.714672329+00:00,100026.28
AAPL,1,sell,189.87,2024-05-17 14:55:16.649505955+00:00,100042.1
AAPL,1,sell,189.86,2024-05-17 14:55:17.578890420+00:00,100044.75
AAPL,1,sell,189.89,2024-05-17 14:56:16.793230487+00:00,100040.74
AAPL,1,sell,189.89,2024-05-17 14:56:17.318243421+00:00,100040.06
AAPL,1,sell,189.97,2024-05-17 14:57:17.084369469+00:00,100029.31
AAPL,1,sell,189.97,2024-05-17 14:57:17.683930718+00:00,100029.85
AAPL,1,sell,189.94,2024-05-17 14:58:16.718385876+00:00,100035.37
AAPL,1,sell,189.91,2024-05-17 14:58:17.479006554+00:00,100036.75
AAPL,1,sell,189.96,2024-05-17 14:59:16.418950529+00:00,100030.59
AAPL,1,sell,189.96,2024-05-17 14:59:17.994179690+00:00,100030.34
AAPL,1,sell,189.94,2024-05-17 15:00:16.799826914+00:00,100033.28
AAPL,1,sell,189.94,2024-05-17 15:00:17.998096501+00:00,100033.15
AAPL,1,sell,189.93,2024-05-17 15:01:16.726311301+00:00,100035.41
AAPL,1,sell,189.93,2024-05-17 15:01:17.532966625+00:00,100035.41
AAPL,1,sell,189.92,2024-05-17 15:02:17.003258823+00:00,100036.88
AAPL,1,sell,189.91,2024-05-17 15:02:17.396317036+00:00,100039.83
AAPL,1,sell,189.88,2024-05-17 15:03:17.111327527+00:00,100043.54
AAPL,1,sell,189.87,2024-05-17 15:03:17.813558379+00:00,100043.53
AAPL,1,sell,189.85,2024-05-17 15:04:16.776796622+00:00,100045.97
AAPL,1,sell,189.85,2024-05-17 15:04:17.859489118+00:00,100045.95
AAPL,1,sell,189.82,2024-05-17 15:05:16.805401313+00:00,100051.07
AAPL,1,sell,189.82,2024-05-17 15:05:17.697117681+00:00,100048.75
AAPL,1,sell,189.92,2024-05-17 15:06:16.524855354+00:00,100037.98
AAPL,1,sell,189.91,2024-05-17 15:06:17.748305049+00:00,100037.98
AAPL,1,sell,189.93,2024-05-17 15:07:16.993452693+00:00,100034.08
AAPL,1,sell,189.93,2024-05-17 15:07:17.334862719+00:00,100034.06
AAPL,1,sell,189.96,2024-05-17 15:08:16.937065139+00:00,100031.7
AAPL,1,sell,189.95,2024-05-17 15:08:17.841861016+00:00,100030.1
AAPL,1,sell,189.91,2024-05-17 15:09:16.657744630+00:00,100037.3
AAPL,1,sell,189.91,2024-05-17 15:09:17.380581890+00:00,100037.29
AAPL,1,sell,189.91,2024-05-17 15:10:16.452583656+00:00,100037.29
AAPL,1,sell,189.91,2024-05-17 15:10:17.823541881+00:00,100038.1
AAPL,1,sell,189.91,2024-05-17 15:11:16.466418287+00:00,100037.27
AAPL,1,sell,189.91,2024-05-17 15:11:18.019760889+00:00,100036.43
AAPL,1,sell,189.88,2024-05-17 15:12:16.922576467+00:00,100042.23
AAPL,1,sell,189.88,2024-05-17 15:12:17.228352296+00:00,100042.23
AAPL,1,sell,189.88,2024-05-17 15:13:16.643514268+00:00,100039.69
AAPL,1,sell,189.88,2024-05-17 15:13:17.736708212+00:00,100043.05
AAPL,1,sell,189.91,2024-05-17 15:14:16.759311371+00:00,100036.71
AAPL,1,sell,189.91,2024-05-17 15:14:18.163438184+00:00,100036.7
AAPL,1,sell,189.92,2024-05-17 15:15:16.872775816+00:00,100035.17
AAPL,1,sell,189.92,2024-05-17 15:15:17.550949749+00:00,100035.16
AAPL,1,sell,189.95,2024-05-17 15:16:16.870361020+00:00,100031.02
AAPL,1,sell,189.94,2024-05-17 15:16:18.101233034+00:00,100031.01
AAPL,1,sell,189.92,2024-05-17 15:17:16.706304195+00:00,100036.29
AAPL,1,sell,189.92,2024-05-17 15:17:17.464882002+00:00,100036.28
AAPL,1,sell,189.92,2024-05-17 15:18:16.903024264+00:00,100034.7
AAPL,1,sell,189.92,2024-05-17 15:18:17.525954871+00:00,100035.38
AAPL,1,sell,189.93,2024-05-17 15:19:16.561693942+00:00,100033.18
AAPL,1,sell,189.93,2024-05-17 15:19:17.516102676+00:00,100033.17
AAPL,1,sell,189.85,2024-05-17 15:20:16.416419095+00:00,100049.04
AAPL,1,sell,189.84,2024-05-17 15:20:17.895366403+00:00,100048.11
AAPL,1,sell,189.76,2024-05-17 15:21:16.772261083+00:00,100063.75
AAPL,1,sell,189.76,2024-05-17 15:21:17.573077998+00:00,100063.74
AAPL,1,sell,189.72,2024-05-17 15:22:16.402979981+00:00,100072.53
AAPL,1,sell,189.72,2024-05-17 15:22:17.753764108+00:00,100071.18
AAPL,1,sell,189.74,2024-05-17 15:23:17.024932532+00:00,100069.09
AAPL,1,sell,189.74,2024-05-17 15:23:17.515103058+00:00,100068.31
AAPL,1,sell,189.78,2024-05-17 15:24:17.156152602+00:00,100059.75
AAPL,1,sell,189.78,2024-05-17 15:24:17.365155918+00:00,100061.23
AAPL,1,sell,189.81,2024-05-17 15:25:16.717309796+00:00,100053.96
AAPL,1,sell,189.81,2024-05-17 15:25:17.416237608+00:00,100055.89
AAPL,1,sell,189.82,2024-05-17 15:26:16.501225525+00:00,100053.95
AAPL,1,sell,189.83,2024-05-17 15:26:17.517718075+00:00,100052.0
AAPL,1,sell,189.83,2024-05-17 15:27:16.596804562+00:00,100051.02
AAPL,1,sell,189.83,2024-05-17 15:27:17.668055628+00:00,100050.01
AAPL,1,sell,189.76,2024-05-17 15:28:17.160631756+00:00,100063.86
AAPL,1,sell,189.76,2024-05-17 15:28:17.597253296+00:00,100064.85
AAPL,1,sell,189.69,2024-05-17 15:29:17.072985586+00:00,100078.85
AAPL,1,sell,189.69,2024-05-17 15:29:17.385817095+00:00,100078.84
AAPL,1,sell,189.68,2024-05-17 15:30:16.757885652+00:00,100080.86
AAPL,1,sell,189.68,2024-05-17 15:30:17.951740019+00:00,100080.84
AAPL,1,sell,189.67,2024-05-17 15:31:16.909747325+00:00,100082.88
AAPL,1,sell,189.67,2024-05-17 15:31:17.426179719+00:00,100082.87
AAPL,1,sell,189.65,2024-05-17 15:32:16.438759422+00:00,100086.98
AAPL,1,sell,189.66,2024-05-17 15:32:17.780007950+00:00,100085.94
AAPL,1,sell,189.69,2024-05-17 15:33:16.471555958+00:00,100078.66
AAPL,1,sell,189.67,2024-05-17 15:33:18.023405671+00:00,100083.88
AAPL,1,sell,189.63,2024-05-17 15:34:16.775584255+00:00,100090.16
AAPL,1,sell,189.58,2024-05-17 15:34:17.922982976+00:00,100100.7
AAPL,1,sell,189.59,2024-05-17 15:35:16.442131476+00:00,100099.64
AAPL,1,sell,189.6,2024-05-17 15:35:18.080261962+00:00,100098.08
AAPL,1,sell,189.56,2024-05-17 15:36:16.684744247+00:00,100106.06
AAPL,1,sell,189.56,2024-05-17 15:36:18.033934474+00:00,100106.05
AAPL,1,sell,189.57,2024-05-17 15:37:16.846440554+00:00,100107.14
AAPL,1,sell,189.57,2024-05-17 15:37:17.524480497+00:00,100100.62
AAPL,1,sell,189.61,2024-05-17 15:38:16.681402443+00:00,100094.12
AAPL,1,sell,189.61,2024-05-17 15:38:17.782765707+00:00,100094.04
AAPL,1,sell,189.57,2024-05-17 15:39:16.649562554+00:00,100102.83
AAPL,1,sell,189.57,2024-05-17 15:39:18.008956440+00:00,100103.93
AAPL,1,sell,189.56,2024-05-17 15:40:17.026296356+00:00,100105.05
AAPL,1,sell,189.56,2024-05-17 15:40:17.458514666+00:00,100106.13
AAPL,1,sell,189.64,2024-05-17 15:41:17.016916214+00:00,100089.33
AAPL,1,sell,189.63,2024-05-17 15:41:17.873215895+00:00,100089.32
AAPL,1,sell,189.56,2024-05-17 15:42:16.628352708+00:00,100105.52
AAPL,1,sell,189.56,2024-05-17 15:42:17.390943606+00:00,100105.12
AAPL,1,sell,189.54,2024-05-17 15:43:16.593747248+00:00,100110.82
AAPL,1,sell,189.54,2024-05-17 15:43:17.265157222+00:00,100110.05
AAPL,1,sell,189.57,2024-05-17 15:44:16.342218860+00:00,100103.9
AAPL,1,sell,189.57,2024-05-17 15:44:17.690582367+00:00,100103.89
AAPL,1,sell,189.58,2024-05-17 15:45:17.959058017+00:00,100101.38
AAPL,1,sell,189.58,2024-05-17 15:45:18.511630359+00:00,100101.37
AAPL,1,sell,189.6,2024-05-17 15:46:17.550175203+00:00,100098.05
AAPL,1,sell,189.6,2024-05-17 15:46:18.679533105+00:00,100095.86
AAPL,1,sell,189.51,2024-05-17 15:47:17.529916553+00:00,100116.91
AAPL,1,sell,189.51,2024-05-17 15:47:18.900191118+00:00,100116.9
AAPL,1,sell,189.53,2024-05-17 15:48:17.849207240+00:00,100113.33
AAPL,1,sell,189.53,2024-05-17 15:48:18.700955441+00:00,100113.32
AAPL,1,sell,189.54,2024-05-17 15:49:17.774091722+00:00,100110.92
AAPL,1,sell,189.54,2024-05-17 15:49:18.728737015+00:00,100110.91
AAPL,1,sell,189.48,2024-05-17 15:50:17.904916066+00:00,100120.57
AAPL,1,sell,189.5,2024-05-17 15:50:18.496531005+00:00,100120.55
AAPL,1,sell,189.57,2024-05-17 15:51:17.631596738+00:00,100102.24
AAPL,1,sell,189.57,2024-05-17 15:51:18.801869697+00:00,100103.46
AAPL,1,sell,189.56,2024-05-17 15:52:17.993531176+00:00,100104.95
AAPL,1,sell,189.56,2024-05-17 15:52:18.552042297+00:00,100104.94
AAPL,1,sell,189.55,2024-05-17 15:53:18.255564681+00:00,100108.39
AAPL,1,sell,189.55,2024-05-17 15:53:18.849088480+00:00,100108.38
AAPL,1,sell,189.59,2024-05-17 15:54:18.142315622+00:00,100098.37
AAPL,1,sell,189.59,2024-05-17 15:54:18.584480721+00:00,100098.36
AAPL,1,sell,189.59,2024-05-17 15:55:18.167337003+00:00,100099.16
AAPL,1,sell,189.59,2024-05-17 15:55:18.717536585+00:00,100097.08
AAPL,1,sell,189.58,2024-05-17 15:56:17.541372190+00:00,100099.61
AAPL,1,sell,189.58,2024-05-17 15:56:18.886512916+00:00,100100.88
AAPL,1,sell,189.62,2024-05-17 15:57:17.503048416+00:00,100090.63
AAPL,1,sell,189.62,2024-05-17 15:57:18.892985269+00:00,100091.88
AAPL,1,sell,189.57,2024-05-17 15:58:18.259014046+00:00,100104.81
AAPL,1,sell,189.57,2024-05-17 15:58:18.656919068+00:00,100104.81
AAPL,1,sell,189.56,2024-05-17 15:59:18.441422087+00:00,100106.11
AAPL,1,sell,189.56,2024-05-17 15:59:19.209064833+00:00,100104.79
AAPL,1,sell,189.6,2024-05-17 16:00:18.186653897+00:00,100096.93
AAPL,1,sell,189.6,2024-05-17 16:00:19.048502067+00:00,100096.92
AAPL,1,sell,189.58,2024-05-17 16:01:17.863296163+00:00,100100.88
AAPL,1,sell,189.59,2024-05-17 16:01:18.666770537+00:00,100096.94
AAPL,1,sell,189.64,2024-05-17 16:02:18.184750093+00:00,100084.09
AAPL,1,sell,189.64,2024-05-17 16:02:18.673908699+00:00,100084.08
AAPL,1,sell,189.64,2024-05-17 16:03:18.056298035+00:00,100084.91
AAPL,1,sell,189.64,2024-05-17 16:03:18.879711787+00:00,100084.89
AAPL,1,sell,189.69,2024-05-17 16:04:17.735401156+00:00,100071.66
AAPL,1,sell,189.69,2024-05-17 16:04:18.520507151+00:00,100070.48
AAPL,1,sell,189.64,2024-05-17 16:05:18.146397051+00:00,100080.88
AAPL,1,sell,189.64,2024-05-17 16:05:18.574313841+00:00,100080.86
AAPL,1,sell,189.62,2024-05-17 16:06:17.927528139+00:00,100089.46
AAPL,1,sell,189.62,2024-05-17 16:06:18.302293453+00:00,100089.44
AAPL,1,sell,189.63,2024-05-17 16:07:17.880017473+00:00,100086.27
AAPL,1,sell,189.63,2024-05-17 16:07:18.535607287+00:00,100086.26
AAPL,1,sell,189.6,2024-05-17 16:08:17.644675218+00:00,100093.2
AAPL,1,sell,189.6,2024-05-17 16:08:18.991199755+00:00,100097.38
AAPL,1,sell,189.64,2024-05-17 16:09:17.498975929+00:00,100083.37
AAPL,1,sell,189.64,2024-05-17 16:09:18.962227537+00:00,100083.36
AAPL,1,sell,189.68,2024-05-17 16:10:17.687920426+00:00,100074.89
AAPL,1,sell,189.69,2024-05-17 16:10:19.097361008+00:00,100070.64
AAPL,1,sell,189.71,2024-05-17 16:11:17.775529660+00:00,100063.62
AAPL,1,sell,189.71,2024-05-17 16:11:18.924441740+00:00,100063.61
AAPL,1,sell,189.7,2024-05-17 16:12:17.634835159+00:00,100069.24
AAPL,1,sell,189.7,2024-05-17 16:12:18.591913812+00:00,100072.12
AAPL,1,sell,189.69,2024-05-17 16:13:17.744032711+00:00,100069.26
AAPL,1,sell,189.69,2024-05-17 16:13:19.007854613+00:00,100070.66
AAPL,1,sell,189.67,2024-05-17 16:14:18.087951187+00:00,100075.0
AAPL,1,sell,189.67,2024-05-17 16:14:18.936386068+00:00,100074.99
AAPL,1,sell,189.75,2024-05-17 16:15:17.902959389+00:00,100053.09
AAPL,1,sell,189.75,2024-05-17 16:15:18.885099791+00:00,100053.08
AAPL,1,sell,189.74,2024-05-17 16:16:18.073705656+00:00,100054.54
AAPL,1,sell,189.73,2024-05-17 16:16:18.684686994+00:00,100056.36
AAPL,1,sell,189.75,2024-05-17 16:17:17.784792366+00:00,100048.57
AAPL,1,sell,189.78,2024-05-17 16:17:18.407220153+00:00,100042.62
AAPL,1,sell,189.79,2024-05-17 16:18:18.092792144+00:00,100051.59
AAPL,1,sell,189.75,2024-05-17 16:18:18.894218909+00:00,100051.58
AAPL,1,sell,189.76,2024-05-17 16:19:17.382251103+00:00,100048.57
AAPL,1,sell,189.74,2024-05-17 16:19:18.938640795+00:00,100056.09
AAPL,1,sell,189.73,2024-05-17 16:20:17.962668973+00:00,100059.1
AAPL,1,sell,189.73,2024-05-17 16:20:18.774856316+00:00,100059.09
AAPL,1,sell,189.68,2024-05-17 16:21:17.972590901+00:00,100074.62
AAPL,1,sell,189.68,2024-05-17 16:21:18.588981788+00:00,100072.75
AAPL,1,sell,189.61,2024-05-17 16:22:17.770273584+00:00,100095.7
AAPL,1,sell,189.61,2024-05-17 16:22:18.991992939+00:00,100095.69
AAPL,1,sell,189.57,2024-05-17 16:23:17.865200056+00:00,100107.7
AAPL,1,sell,189.57,2024-05-17 16:23:18.336423633+00:00,100106.44
AAPL,1,sell,189.62,2024-05-17 16:24:17.559227352+00:00,100092.49
AAPL,1,sell,189.62,2024-05-17 16:24:18.694567063+00:00,100092.48
AAPL,1,sell,189.65,2024-05-17 16:25:18.231840725+00:00,100081.55
AAPL,1,sell,189.66,2024-05-17 16:25:18.740231059+00:00,100078.41
AAPL,1,sell,189.64,2024-05-17 16:26:17.898964498+00:00,100086.66
AAPL,1,sell,189.64,2024-05-17 16:26:18.395217303+00:00,100086.27
AAPL,1,sell,189.75,2024-05-17 16:27:18.007059320+00:00,100049.89
AAPL,1,sell,189.75,2024-05-17 16:27:18.472495258+00:00,100049.88
AAPL,1,sell,189.75,2024-05-17 16:28:18.790956966+00:00,100053.06
AAPL,1,sell,189.75,2024-05-17 16:28:19.148645351+00:00,100053.06
AAPL,1,sell,189.77,2024-05-17 16:29:18.174010259+00:00,100045.06
AAPL,1,sell,189.77,2024-05-17 16:29:18.654309696+00:00,100045.05
AAPL,1,sell,189.83,2024-05-17 16:30:17.869306690+00:00,100027.3
AAPL,1,sell,189.83,2024-05-17 16:30:18.773544937+00:00,100025.71
AAPL,1,sell,189.82,2024-05-17 16:31:17.901408077+00:00,100028.95
AAPL,1,sell,189.82,2024-05-17 16:31:19.054933417+00:00,100029.76
AAPL,1,sell,189.76,2024-05-17 16:32:17.635077395+00:00,100050.13
AAPL,1,sell,189.76,2024-05-17 16:32:18.491237166+00:00,100048.49
AAPL,1,sell,189.78,2024-05-17 16:33:17.488438785+00:00,100040.28
AAPL,1,sell,189.78,2024-05-17 16:33:18.864393889+00:00,100040.26
AAPL,1,sell,189.82,2024-05-17 16:34:17.837259530+00:00,100027.05
AAPL,1,sell,189.82,2024-05-17 16:34:18.891781897+00:00,100027.07
AAPL,1,sell,189.87,2024-05-17 16:35:17.680482461+00:00,100013.73
AAPL,1,sell,189.87,2024-05-17 16:35:18.897653756+00:00,100010.42
AAPL,1,sell,189.89,2024-05-17 16:36:18.084639162+00:00,100005.41
AAPL,1,sell,189.89,2024-05-17 16:36:18.619065365+00:00,100005.39
AAPL,1,sell,189.9,2024-05-17 16:37:17.832566029+00:00,100000.37
AAPL,1,sell,189.9,2024-05-17 16:37:19.036598365+00:00,100000.36
AAPL,1,sell,189.91,2024-05-17 16:38:17.754551414+00:00,99993.55
AAPL,1,sell,189.92,2024-05-17 16:38:18.906931484+00:00,99993.54
AAPL,1,sell,189.89,2024-05-17 16:39:17.652045071+00:00,100003.73
AAPL,1,sell,189.89,2024-05-17 16:39:18.464510385+00:00,100003.72
AAPL,1,sell,189.87,2024-05-17 16:40:17.701199707+00:00,100013.97
AAPL,1,sell,189.86,2024-05-17 16:40:18.912001103+00:00,100013.96
AAPL,1,sell,189.85,2024-05-17 16:41:18.042619996+00:00,100017.41
AAPL,1,sell,189.85,2024-05-17 16:41:18.542806552+00:00,100020.52
AAPL,1,sell,189.87,2024-05-17 16:42:18.140147425+00:00,100013.91
AAPL,1,sell,189.86,2024-05-17 16:42:18.751984893+00:00,100013.9
AAPL,1,sell,189.8,2024-05-17 16:43:17.967893273+00:00,100036.51
AAPL,1,sell,189.8,2024-05-17 16:43:18.705470642+00:00,100036.5
AAPL,1,sell,189.79,2024-05-17 16:44:17.804834349+00:00,100040.0
AAPL,1,sell,189.79,2024-05-17 16:44:19.302932145+00:00,100038.27
AAPL,1,sell,189.66,2024-05-17 16:45:18.013415551+00:00,100083.98
AAPL,1,sell,189.67,2024-05-17 16:45:18.765513878+00:00,100083.98
AAPL,1,sell,189.74,2024-05-17 16:46:17.916775553+00:00,100058.14
